id,Broker,Date,Value
RE/MAX_River_City_543,RE/MAX River City,2024-12-31,216.0
RE/MAX_River_City_544,RE/MAX River City,2023-01-31,219.0
RE/MAX_River_City_545,RE/MAX River City,2023-02-28,220.0
RE/MAX_River_City_546,RE/MAX River City,2023-03-31,232.0
RE/MAX_River_City_547,RE/MAX River City,2023-04-30,230.0
RE/MAX_River_City_548,RE/MAX River City,2023-05-31,236.0
RE/MAX_River_City_549,RE/MAX River City,2023-06-30,240.0
RE/MAX_River_City_550,RE/MAX River City,2023-07-31,245.0
RE/MAX_River_City_551,RE/MAX River City,2023-08-31,251.0
RE/MAX_River_City_552,RE/MAX River City,2023-09-30,248.0
RE/MAX_River_City_553,RE/MAX River City,2023-10-31,263.0
RE/MAX_River_City_554,RE/MAX River City,2023-11-30,270.0
RE/MAX_River_City_555,RE/MAX River City,2023-12-31,268.0
RE/MAX_River_City_556,RE/MAX River City,2022-01-31,266.0
RE/MAX_River_City_557,RE/MAX River City,2022-02-28,265.0
RE/MAX_River_City_558,RE/MAX River City,2022-03-31,266.0
RE/MAX_River_City_559,RE/MAX River City,2022-04-30,268.0
RE/MAX_River_City_560,RE/MAX River City,2022-05-31,270.0
RE/MAX_River_City_561,RE/MAX River City,2022-06-30,265.0
RE/MAX_River_City_562,RE/MAX River City,2022-07-31,261.0
RE/MAX_River_City_563,RE/MAX River City,2022-08-31,257.0
RE/MAX_River_City_564,RE/MAX River City,2022-09-30,252.0
RE/MAX_River_City_565,RE/MAX River City,2022-10-31,252.0
RE/MAX_River_City_566,RE/MAX River City,2022-11-30,250.0
RE/MAX_River_City_567,RE/MAX River City,2022-12-31,244.0
RE/MAX_River_City_568,RE/MAX River City,2021-01-31,245.0
RE/MAX_River_City_569,RE/MAX River City,2021-02-28,246.0
RE/MAX_River_City_570,RE/MAX River City,2021-03-31,242.0
RE/MAX_River_City_571,RE/MAX River City,2021-04-30,239.0
RE/MAX_River_City_572,RE/MAX River City,2021-05-31,239.0
RE/MAX_River_City_573,RE/MAX River City,2021-06-30,232.0
RE/MAX_River_City_574,RE/MAX River City,2021-07-31,201.0
RE/MAX_River_City_575,RE/MAX River City,2021-08-31,149.0
RE/MAX_River_City_576,RE/MAX River City,2021-09-30,133.0
RE/MAX_River_City_577,RE/MAX River City,2021-10-31,128.0
RE/MAX_River_City_578,RE/MAX River City,2021-11-30,127.0
RE/MAX_River_City_579,RE/MAX River City,2021-12-31,125.0
RE/MAX_River_City_580,RE/MAX River City,2020-01-31,125.0
RE/MAX_River_City_581,RE/MAX River City,2020-02-29,126.0
RE/MAX_River_City_582,RE/MAX River City,2020-03-31,125.0
RE/MAX_River_City_583,RE/MAX River City,2020-04-30,125.0
RE/MAX_River_City_584,RE/MAX River City,2020-05-31,129.0
RE/MAX_River_City_585,RE/MAX River City,2020-06-30,127.0
RE/MAX_River_City_586,RE/MAX River City,2020-07-31,125.0
RE/MAX_River_City_587,RE/MAX River City,2020-08-31,123.0
RE/MAX_River_City_588,RE/MAX River City,2020-09-30,123.0
RE/MAX_River_City_589,RE/MAX River City,2020-10-31,123.0
RE/MAX_River_City_590,RE/MAX River City,2020-11-30,122.0
RE/MAX_River_City_591,RE/MAX River City,2020-12-31,130.0
RE/MAX_River_City_592,RE/MAX River City,2019-01-31,130.0
RE/MAX_River_City_593,RE/MAX River City,2019-02-28,126.0
RE/MAX_River_City_594,RE/MAX River City,2019-03-31,125.0
RE/MAX_River_City_595,RE/MAX River City,2019-04-30,123.0
RE/MAX_River_City_596,RE/MAX River City,2019-05-31,128.0
RE/MAX_River_City_597,RE/MAX River City,2019-06-30,129.0
RE/MAX_River_City_598,RE/MAX River City,2019-07-31,129.0
RE/MAX_River_City_599,RE/MAX River City,2019-08-31,131.0
RE/MAX_River_City_600,RE/MAX River City,2019-09-30,150.0
RE/MAX_River_City_601,RE/MAX River City,2019-10-31,140.0
RE/MAX_River_City_602,RE/MAX River City,2019-11-30,140.0
RE/MAX_River_City_603,RE/MAX River City,2019-12-31,138.0
RE/MAX_River_City_604,RE/MAX River City,2018-01-31,135.0
RE/MAX_River_City_605,RE/MAX River City,2018-02-28,132.0
RE/MAX_River_City_606,RE/MAX River City,2018-03-31,132.0
RE/MAX_River_City_607,RE/MAX River City,2018-04-30,137.0
RE/MAX_River_City_608,RE/MAX River City,2018-05-31,139.0
RE/MAX_River_City_609,RE/MAX River City,2018-06-30,139.0
RE/MAX_River_City_610,RE/MAX River City,2018-07-31,138.0
RE/MAX_River_City_611,RE/MAX River City,2018-08-31,139.0
RE/MAX_River_City_612,RE/MAX River City,2018-09-30,140.0
RE/MAX_River_City_613,RE/MAX River City,2018-10-31,140.0
RE/MAX_River_City_614,RE/MAX River City,2018-11-30,135.0
RE/MAX_River_City_615,RE/MAX River City,2018-12-31,134.0
RE/MAX_River_City_616,RE/MAX River City,2017-01-31,133.0
RE/MAX_Elite_617,RE/MAX Elite,2024-01-31,202.0
RE/MAX_Elite_618,RE/MAX Elite,2024-02-29,200.0
RE/MAX_Elite_619,RE/MAX Elite,2024-03-31,200.0
RE/MAX_Elite_620,RE/MAX Elite,2024-04-30,199.0
RE/MAX_Elite_621,RE/MAX Elite,2024-05-31,205.0
RE/MAX_Elite_622,RE/MAX Elite,2024-06-30,207.0
RE/MAX_Elite_623,RE/MAX Elite,2024-07-31,206.0
RE/MAX_Elite_624,RE/MAX Elite,2024-08-31,206.0
RE/MAX_Elite_625,RE/MAX Elite,2024-09-30,201.0
RE/MAX_Elite_626,RE/MAX Elite,2024-10-31,199.0
RE/MAX_Elite_627,RE/MAX Elite,2024-11-30,201.0
RE/MAX_Elite_628,RE/MAX Elite,2024-12-31,201.0
RE/MAX_Elite_629,RE/MAX Elite,2023-01-31,204.0
RE/MAX_Elite_630,RE/MAX Elite,2023-02-28,205.0
RE/MAX_Elite_631,RE/MAX Elite,2023-03-31,213.0
RE/MAX_Elite_632,RE/MAX Elite,2023-04-30,216.0
RE/MAX_Elite_633,RE/MAX Elite,2023-05-31,218.0
RE/MAX_Elite_634,RE/MAX Elite,2023-06-30,220.0
RE/MAX_Elite_635,RE/MAX Elite,2023-07-31,221.0
RE/MAX_Elite_636,RE/MAX Elite,2023-08-31,224.0
RE/MAX_Elite_637,RE/MAX Elite,2023-09-30,223.0
RE/MAX_Elite_638,RE/MAX Elite,2023-10-31,224.0
RE/MAX_Elite_639,RE/MAX Elite,2023-11-30,223.0
RE/MAX_Elite_640,RE/MAX Elite,2023-12-31,229.0
RE/MAX_Elite_641,RE/MAX Elite,2022-01-31,228.0
RE/MAX_Elite_642,RE/MAX Elite,2022-02-28,225.0
RE/MAX_Elite_643,RE/MAX Elite,2022-03-31,217.0
RE/MAX_Elite_644,RE/MAX Elite,2022-04-30,222.0
RE/MAX_Elite_645,RE/MAX Elite,2022-05-31,219.0
RE/MAX_Elite_646,RE/MAX Elite,2022-06-30,217.0
RE/MAX_Elite_647,RE/MAX Elite,2022-07-31,213.0
RE/MAX_Elite_648,RE/MAX Elite,2022-08-31,210.0
RE/MAX_Elite_649,RE/MAX Elite,2022-09-30,208.0
RE/MAX_Elite_650,RE/MAX Elite,2022-10-31,208.0
RE/MAX_Elite_651,RE/MAX Elite,2022-11-30,210.0
RE/MAX_Elite_652,RE/MAX Elite,2022-12-31,213.0
RE/MAX_Elite_653,RE/MAX Elite,2021-01-31,220.0
RE/MAX_Elite_654,RE/MAX Elite,2021-02-28,220.0
RE/MAX_Elite_655,RE/MAX Elite,2021-03-31,222.0
RE/MAX_Elite_656,RE/MAX Elite,2021-04-30,238.0
RE/MAX_Elite_657,RE/MAX Elite,2021-05-31,237.0
RE/MAX_Elite_658,RE/MAX Elite,2021-06-30,234.0
RE/MAX_Elite_659,RE/MAX Elite,2021-07-31,229.0
RE/MAX_Elite_660,RE/MAX Elite,2021-08-31,227.0
RE/MAX_Elite_661,RE/MAX Elite,2021-09-30,227.0
RE/MAX_Elite_662,RE/MAX Elite,2021-10-31,226.0
RE/MAX_Elite_663,RE/MAX Elite,2021-11-30,225.0
RE/MAX_Elite_664,RE/MAX Elite,2021-12-31,225.0
RE/MAX_Elite_665,RE/MAX Elite,2020-01-31,222.0
RE/MAX_Elite_666,RE/MAX Elite,2020-02-29,223.0
RE/MAX_Elite_667,RE/MAX Elite,2020-03-31,221.0
RE/MAX_Elite_668,RE/MAX Elite,2020-04-30,219.0
RE/MAX_Elite_669,RE/MAX Elite,2020-05-31,222.0
RE/MAX_Elite_670,RE/MAX Elite,2020-06-30,224.0
RE/MAX_Elite_671,RE/MAX Elite,2020-07-31,226.0
RE/MAX_Elite_672,RE/MAX Elite,2020-08-31,224.0
RE/MAX_Elite_673,RE/MAX Elite,2020-09-30,225.0
RE/MAX_Elite_674,RE/MAX Elite,2020-10-31,225.0
RE/MAX_Elite_675,RE/MAX Elite,2020-11-30,223.0
RE/MAX_Elite_676,RE/MAX Elite,2020-12-31,235.0
RE/MAX_Elite_677,RE/MAX Elite,2019-01-31,207.0
RE/MAX_Elite_678,RE/MAX Elite,2019-02-28,212.0
RE/MAX_Elite_679,RE/MAX Elite,2019-03-31,211.0
RE/MAX_Elite_680,RE/MAX Elite,2019-04-30,211.0
RE/MAX_Elite_681,RE/MAX Elite,2019-05-31,211.0
RE/MAX_Elite_682,RE/MAX Elite,2019-06-30,211.0
RE/MAX_Elite_683,RE/MAX Elite,2019-07-31,210.0
RE/MAX_Elite_684,RE/MAX Elite,2019-08-31,213.0
RE/MAX_Elite_685,RE/MAX Elite,2019-09-30,210.0
RE/MAX_Elite_686,RE/MAX Elite,2019-10-31,207.0
RE/MAX_Elite_687,RE/MAX Elite,2019-11-30,207.0
RE/MAX_Elite_688,RE/MAX Elite,2019-12-31,205.0
RE/MAX_Elite_689,RE/MAX Elite,2018-01-31,204.0
RE/MAX_Elite_690,RE/MAX Elite,2018-02-28,202.0
RE/MAX_Elite_691,RE/MAX Elite,2018-03-31,209.0
RE/MAX_Elite_692,RE/MAX Elite,2018-04-30,209.0
RE/MAX_Elite_693,RE/MAX Elite,2018-05-31,212.0
RE/MAX_Elite_694,RE/MAX Elite,2018-06-30,213.0
RE/MAX_Elite_695,RE/MAX Elite,2018-07-31,220.0
RE/MAX_Elite_696,RE/MAX Elite,2018-08-31,224.0
RE/MAX_Elite_697,RE/MAX Elite,2018-09-30,233.0
RE/MAX_Elite_698,RE/MAX Elite,2018-10-31,231.0
RE/MAX_Elite_699,RE/MAX Elite,2018-11-30,228.0
RE/MAX_Elite_700,RE/MAX Elite,2018-12-31,228.0
RE/MAX_Elite_701,RE/MAX Elite,2017-01-31,227.0
Homes_&_Gardens_Real_Estate_Limited_702,Homes & Gardens Real Estate Limited,2024-01-31,167.0
Homes_&_Gardens_Real_Estate_Limited_703,Homes & Gardens Real Estate Limited,2024-02-29,167.0
Homes_&_Gardens_Real_Estate_Limited_704,Homes & Gardens Real Estate Limited,2024-03-31,164.0
Homes_&_Gardens_Real_Estate_Limited_705,Homes & Gardens Real Estate Limited,2024-04-30,165.0
Homes_&_Gardens_Real_Estate_Limited_706,Homes & Gardens Real Estate Limited,2024-05-31,167.0
Homes_&_Gardens_Real_Estate_Limited_707,Homes & Gardens Real Estate Limited,2024-06-30,167.0
Homes_&_Gardens_Real_Estate_Limited_708,Homes & Gardens Real Estate Limited,2024-07-31,168.0
Homes_&_Gardens_Real_Estate_Limited_709,Homes & Gardens Real Estate Limited,2024-08-31,168.0
Homes_&_Gardens_Real_Estate_Limited_710,Homes & Gardens Real Estate Limited,2024-09-30,162.0
Homes_&_Gardens_Real_Estate_Limited_711,Homes & Gardens Real Estate Limited,2024-10-31,164.0
Homes_&_Gardens_Real_Estate_Limited_712,Homes & Gardens Real Estate Limited,2024-11-30,172.0
Homes_&_Gardens_Real_Estate_Limited_713,Homes & Gardens Real Estate Limited,2024-12-31,173.0
Homes_&_Gardens_Real_Estate_Limited_714,Homes & Gardens Real Estate Limited,2023-01-31,172.0
Homes_&_Gardens_Real_Estate_Limited_715,Homes & Gardens Real Estate Limited,2023-02-28,173.0
Homes_&_Gardens_Real_Estate_Limited_716,Homes & Gardens Real Estate Limited,2023-03-31,172.0
Homes_&_Gardens_Real_Estate_Limited_717,Homes & Gardens Real Estate Limited,2023-04-30,172.0
Homes_&_Gardens_Real_Estate_Limited_718,Homes & Gardens Real Estate Limited,2023-05-31,178.0
Homes_&_Gardens_Real_Estate_Limited_719,Homes & Gardens Real Estate Limited,2023-06-30,176.0
Homes_&_Gardens_Real_Estate_Limited_720,Homes & Gardens Real Estate Limited,2023-07-31,176.0
Homes_&_Gardens_Real_Estate_Limited_721,Homes & Gardens Real Estate Limited,2023-08-31,176.0
Homes_&_Gardens_Real_Estate_Limited_722,Homes & Gardens Real Estate Limited,2023-09-30,174.0
Homes_&_Gardens_Real_Estate_Limited_723,Homes & Gardens Real Estate Limited,2023-10-31,176.0
Homes_&_Gardens_Real_Estate_Limited_724,Homes & Gardens Real Estate Limited,2023-11-30,183.0
Homes_&_Gardens_Real_Estate_Limited_725,Homes & Gardens Real Estate Limited,2023-12-31,179.0
Homes_&_Gardens_Real_Estate_Limited_726,Homes & Gardens Real Estate Limited,2022-01-31,180.0
Homes_&_Gardens_Real_Estate_Limited_727,Homes & Gardens Real Estate Limited,2022-02-28,178.0
Homes_&_Gardens_Real_Estate_Limited_728,Homes & Gardens Real Estate Limited,2022-03-31,178.0
Homes_&_Gardens_Real_Estate_Limited_729,Homes & Gardens Real Estate Limited,2022-04-30,181.0
Homes_&_Gardens_Real_Estate_Limited_730,Homes & Gardens Real Estate Limited,2022-05-31,180.0
Homes_&_Gardens_Real_Estate_Limited_731,Homes & Gardens Real Estate Limited,2022-06-30,179.0
Homes_&_Gardens_Real_Estate_Limited_732,Homes & Gardens Real Estate Limited,2022-07-31,178.0
Homes_&_Gardens_Real_Estate_Limited_733,Homes & Gardens Real Estate Limited,2022-08-31,179.0
Homes_&_Gardens_Real_Estate_Limited_734,Homes & Gardens Real Estate Limited,2022-09-30,177.0
Homes_&_Gardens_Real_Estate_Limited_735,Homes & Gardens Real Estate Limited,2022-10-31,183.0
Homes_&_Gardens_Real_Estate_Limited_736,Homes & Gardens Real Estate Limited,2022-11-30,185.0
Homes_&_Gardens_Real_Estate_Limited_737,Homes & Gardens Real Estate Limited,2022-12-31,186.0
Homes_&_Gardens_Real_Estate_Limited_738,Homes & Gardens Real Estate Limited,2021-01-31,182.0
Homes_&_Gardens_Real_Estate_Limited_739,Homes & Gardens Real Estate Limited,2021-02-28,180.0
Homes_&_Gardens_Real_Estate_Limited_740,Homes & Gardens Real Estate Limited,2021-03-31,186.0
Homes_&_Gardens_Real_Estate_Limited_741,Homes & Gardens Real Estate Limited,2021-04-30,187.0
Homes_&_Gardens_Real_Estate_Limited_742,Homes & Gardens Real Estate Limited,2021-05-31,186.0
Homes_&_Gardens_Real_Estate_Limited_743,Homes & Gardens Real Estate Limited,2021-06-30,186.0
Homes_&_Gardens_Real_Estate_Limited_744,Homes & Gardens Real Estate Limited,2021-07-31,185.0
Homes_&_Gardens_Real_Estate_Limited_745,Homes & Gardens Real Estate Limited,2021-08-31,197.0
Homes_&_Gardens_Real_Estate_Limited_746,Homes & Gardens Real Estate Limited,2021-09-30,197.0
Homes_&_Gardens_Real_Estate_Limited_747,Homes & Gardens Real Estate Limited,2021-10-31,196.0
Homes_&_Gardens_Real_Estate_Limited_748,Homes & Gardens Real Estate Limited,2021-11-30,195.0
Homes_&_Gardens_Real_Estate_Limited_749,Homes & Gardens Real Estate Limited,2021-12-31,193.0
Homes_&_Gardens_Real_Estate_Limited_750,Homes & Gardens Real Estate Limited,2020-01-31,197.0
Homes_&_Gardens_Real_Estate_Limited_751,Homes & Gardens Real Estate Limited,2020-02-29,197.0
Homes_&_Gardens_Real_Estate_Limited_752,Homes & Gardens Real Estate Limited,2020-03-31,196.0
Homes_&_Gardens_Real_Estate_Limited_753,Homes & Gardens Real Estate Limited,2020-04-30,192.0
Homes_&_Gardens_Real_Estate_Limited_754,Homes & Gardens Real Estate Limited,2020-05-31,203.0
Homes_&_Gardens_Real_Estate_Limited_755,Homes & Gardens Real Estate Limited,2020-06-30,204.0
Homes_&_Gardens_Real_Estate_Limited_756,Homes & Gardens Real Estate Limited,2020-07-31,207.0
Homes_&_Gardens_Real_Estate_Limited_757,Homes & Gardens Real Estate Limited,2020-08-31,202.0
Homes_&_Gardens_Real_Estate_Limited_758,Homes & Gardens Real Estate Limited,2020-09-30,201.0
Homes_&_Gardens_Real_Estate_Limited_759,Homes & Gardens Real Estate Limited,2020-10-31,198.0
Homes_&_Gardens_Real_Estate_Limited_760,Homes & Gardens Real Estate Limited,2020-11-30,197.0
Homes_&_Gardens_Real_Estate_Limited_761,Homes & Gardens Real Estate Limited,2020-12-31,231.0
Homes_&_Gardens_Real_Estate_Limited_762,Homes & Gardens Real Estate Limited,2019-01-31,230.0
Homes_&_Gardens_Real_Estate_Limited_763,Homes & Gardens Real Estate Limited,2019-02-28,229.0
Homes_&_Gardens_Real_Estate_Limited_764,Homes & Gardens Real Estate Limited,2019-03-31,230.0
Homes_&_Gardens_Real_Estate_Limited_765,Homes & Gardens Real Estate Limited,2019-04-30,224.0
Homes_&_Gardens_Real_Estate_Limited_766,Homes & Gardens Real Estate Limited,2019-05-31,227.0
Homes_&_Gardens_Real_Estate_Limited_767,Homes & Gardens Real Estate Limited,2019-06-30,236.0
Homes_&_Gardens_Real_Estate_Limited_768,Homes & Gardens Real Estate Limited,2019-07-31,235.0
Homes_&_Gardens_Real_Estate_Limited_769,Homes & Gardens Real Estate Limited,2019-08-31,233.0
Homes_&_Gardens_Real_Estate_Limited_770,Homes & Gardens Real Estate Limited,2019-09-30,232.0
Homes_&_Gardens_Real_Estate_Limited_771,Homes & Gardens Real Estate Limited,2019-10-31,220.0
Homes_&_Gardens_Real_Estate_Limited_772,Homes & Gardens Real Estate Limited,2019-11-30,226.0
Homes_&_Gardens_Real_Estate_Limited_773,Homes & Gardens Real Estate Limited,2019-12-31,218.0
Homes_&_Gardens_Real_Estate_Limited_774,Homes & Gardens Real Estate Limited,2018-01-31,216.0
Homes_&_Gardens_Real_Estate_Limited_775,Homes & Gardens Real Estate Limited,2018-02-28,213.0
Homes_&_Gardens_Real_Estate_Limited_776,Homes & Gardens Real Estate Limited,2018-03-31,208.0
Homes_&_Gardens_Real_Estate_Limited_777,Homes & Gardens Real Estate Limited,2018-04-30,227.0
Homes_&_Gardens_Real_Estate_Limited_778,Homes & Gardens Real Estate Limited,2018-05-31,
Homes_&_Gardens_Real_Estate_Limited_779,Homes & Gardens Real Estate Limited,2018-06-30,
Homes_&_Gardens_Real_Estate_Limited_780,Homes & Gardens Real Estate Limited,2018-07-31,
Homes_&_Gardens_Real_Estate_Limited_781,Homes & Gardens Real Estate Limited,2018-08-31,
Homes_&_Gardens_Real_Estate_Limited_782,Homes & Gardens Real Estate Limited,2018-09-30,
Homes_&_Gardens_Real_Estate_Limited_783,Homes & Gardens Real Estate Limited,2018-10-31,
Homes_&_Gardens_Real_Estate_Limited_784,Homes & Gardens Real Estate Limited,2018-11-30,
Homes_&_Gardens_Real_Estate_Limited_785,Homes & Gardens Real Estate Limited,2018-12-31,
Homes_&_Gardens_Real_Estate_Limited_786,Homes & Gardens Real Estate Limited,2017-01-31,
RE/MAX_Real_Estate_787,RE/MAX Real Estate,2024-01-31,159.0
RE/MAX_Real_Estate_788,RE/MAX Real Estate,2024-02-29,169.0
RE/MAX_Real_Estate_789,RE/MAX Real Estate,2024-03-31,172.0
RE/MAX_Real_Estate_790,RE/MAX Real Estate,2024-04-30,172.0
RE/MAX_Real_Estate_791,RE/MAX Real Estate,2024-05-31,169.0
RE/MAX_Real_Estate_792,RE/MAX Real Estate,2024-06-30,166.0
RE/MAX_Real_Estate_793,RE/MAX Real Estate,2024-07-31,167.0
RE/MAX_Real_Estate_794,RE/MAX Real Estate,2024-08-31,167.0
RE/MAX_Real_Estate_795,RE/MAX Real Estate,2024-09-30,166.0
RE/MAX_Real_Estate_796,RE/MAX Real Estate,2024-10-31,164.0
RE/MAX_Real_Estate_797,RE/MAX Real Estate,2024-11-30,164.0
RE/MAX_Real_Estate_798,RE/MAX Real Estate,2024-12-31,164.0
RE/MAX_Real_Estate_799,RE/MAX Real Estate,2023-01-31,163.0
RE/MAX_Real_Estate_800,RE/MAX Real Estate,2023-02-28,164.0
RE/MAX_Real_Estate_801,RE/MAX Real Estate,2023-03-31,162.0
RE/MAX_Real_Estate_802,RE/MAX Real Estate,2023-04-30,163.0
RE/MAX_Real_Estate_803,RE/MAX Real Estate,2023-05-31,162.0
RE/MAX_Real_Estate_804,RE/MAX Real Estate,2023-06-30,160.0
RE/MAX_Real_Estate_805,RE/MAX Real Estate,2023-07-31,161.0
RE/MAX_Real_Estate_806,RE/MAX Real Estate,2023-08-31,163.0
RE/MAX_Real_Estate_807,RE/MAX Real Estate,2023-09-30,160.0
RE/MAX_Real_Estate_808,RE/MAX Real Estate,2023-10-31,161.0
RE/MAX_Real_Estate_809,RE/MAX Real Estate,2023-11-30,160.0
RE/MAX_Real_Estate_810,RE/MAX Real Estate,2023-12-31,159.0
RE/MAX_Real_Estate_811,RE/MAX Real Estate,2022-01-31,157.0
RE/MAX_Real_Estate_812,RE/MAX Real Estate,2022-02-28,159.0
RE/MAX_Real_Estate_813,RE/MAX Real Estate,2022-03-31,158.0
RE/MAX_Real_Estate_814,RE/MAX Real Estate,2022-04-30,161.0
RE/MAX_Real_Estate_815,RE/MAX Real Estate,2022-05-31,161.0
RE/MAX_Real_Estate_816,RE/MAX Real Estate,2022-06-30,161.0
RE/MAX_Real_Estate_817,RE/MAX Real Estate,2022-07-31,161.0
RE/MAX_Real_Estate_818,RE/MAX Real Estate,2022-08-31,161.0
RE/MAX_Real_Estate_819,RE/MAX Real Estate,2022-09-30,158.0
RE/MAX_Real_Estate_820,RE/MAX Real Estate,2022-10-31,157.0
RE/MAX_Real_Estate_821,RE/MAX Real Estate,2022-11-30,157.0
RE/MAX_Real_Estate_822,RE/MAX Real Estate,2022-12-31,160.0
RE/MAX_Real_Estate_823,RE/MAX Real Estate,2021-01-31,166.0
RE/MAX_Real_Estate_824,RE/MAX Real Estate,2021-02-28,166.0
RE/MAX_Real_Estate_825,RE/MAX Real Estate,2021-03-31,168.0
RE/MAX_Real_Estate_826,RE/MAX Real Estate,2021-04-30,166.0
RE/MAX_Real_Estate_827,RE/MAX Real Estate,2021-05-31,167.0
RE/MAX_Real_Estate_828,RE/MAX Real Estate,2021-06-30,167.0
RE/MAX_Real_Estate_829,RE/MAX Real Estate,2021-07-31,165.0
RE/MAX_Real_Estate_830,RE/MAX Real Estate,2021-08-31,159.0
RE/MAX_Real_Estate_831,RE/MAX Real Estate,2021-09-30,155.0
RE/MAX_Real_Estate_832,RE/MAX Real Estate,2021-10-31,144.0
RE/MAX_Real_Estate_833,RE/MAX Real Estate,2021-11-30,143.0
RE/MAX_Real_Estate_834,RE/MAX Real Estate,2021-12-31,142.0
RE/MAX_Real_Estate_835,RE/MAX Real Estate,2020-01-31,167.0
RE/MAX_Real_Estate_836,RE/MAX Real Estate,2020-02-29,166.0
RE/MAX_Real_Estate_837,RE/MAX Real Estate,2020-03-31,167.0
RE/MAX_Real_Estate_838,RE/MAX Real Estate,2020-04-30,166.0
RE/MAX_Real_Estate_839,RE/MAX Real Estate,2020-05-31,166.0
RE/MAX_Real_Estate_840,RE/MAX Real Estate,2020-06-30,167.0
RE/MAX_Real_Estate_841,RE/MAX Real Estate,2020-07-31,171.0
RE/MAX_Real_Estate_842,RE/MAX Real Estate,2020-08-31,177.0
RE/MAX_Real_Estate_843,RE/MAX Real Estate,2020-09-30,181.0
RE/MAX_Real_Estate_844,RE/MAX Real Estate,2020-10-31,205.0
RE/MAX_Real_Estate_845,RE/MAX Real Estate,2020-11-30,202.0
RE/MAX_Real_Estate_846,RE/MAX Real Estate,2020-12-31,195.0
RE/MAX_Real_Estate_847,RE/MAX Real Estate,2019-01-31,200.0
RE/MAX_Real_Estate_848,RE/MAX Real Estate,2019-02-28,199.0
RE/MAX_Real_Estate_849,RE/MAX Real Estate,2019-03-31,197.0
RE/MAX_Real_Estate_850,RE/MAX Real Estate,2019-04-30,193.0
RE/MAX_Real_Estate_851,RE/MAX Real Estate,2019-05-31,192.0
RE/MAX_Real_Estate_852,RE/MAX Real Estate,2019-06-30,190.0
RE/MAX_Real_Estate_853,RE/MAX Real Estate,2019-07-31,193.0
RE/MAX_Real_Estate_854,RE/MAX Real Estate,2019-08-31,194.0
RE/MAX_Real_Estate_855,RE/MAX Real Estate,2019-09-30,213.0
RE/MAX_Real_Estate_856,RE/MAX Real Estate,2019-10-31,335.0
RE/MAX_Real_Estate_857,RE/MAX Real Estate,2019-11-30,343.0
RE/MAX_Real_Estate_858,RE/MAX Real Estate,2019-12-31,347.0
RE/MAX_Real_Estate_859,RE/MAX Real Estate,2018-01-31,354.0
RE/MAX_Real_Estate_860,RE/MAX Real Estate,2018-02-28,357.0
RE/MAX_Real_Estate_861,RE/MAX Real Estate,2018-03-31,360.0
RE/MAX_Real_Estate_862,RE/MAX Real Estate,2018-04-30,356.0
RE/MAX_Real_Estate_863,RE/MAX Real Estate,2018-05-31,367.0
RE/MAX_Real_Estate_864,RE/MAX Real Estate,2018-06-30,368.0
RE/MAX_Real_Estate_865,RE/MAX Real Estate,2018-07-31,358.0
RE/MAX_Real_Estate_866,RE/MAX Real Estate,2018-08-31,357.0
RE/MAX_Real_Estate_867,RE/MAX Real Estate,2018-09-30,358.0
RE/MAX_Real_Estate_868,RE/MAX Real Estate,2018-10-31,361.0
RE/MAX_Real_Estate_869,RE/MAX Real Estate,2018-11-30,361.0
RE/MAX_Real_Estate_870,RE/MAX Real Estate,2018-12-31,357.0
RE/MAX_Real_Estate_871,RE/MAX Real Estate,2017-01-31,352.0
Royal_Lepage_Noralta_Real_Estate_872,Royal Lepage Noralta Real Estate,2024-01-31,182.0
Royal_Lepage_Noralta_Real_Estate_873,Royal Lepage Noralta Real Estate,2024-02-29,182.0
Royal_Lepage_Noralta_Real_Estate_874,Royal Lepage Noralta Real Estate,2024-03-31,180.0
Royal_Lepage_Noralta_Real_Estate_875,Royal Lepage Noralta Real Estate,2024-04-30,178.0
Royal_Lepage_Noralta_Real_Estate_876,Royal Lepage Noralta Real Estate,2024-05-31,182.0
Royal_Lepage_Noralta_Real_Estate_877,Royal Lepage Noralta Real Estate,2024-06-30,183.0
Royal_Lepage_Noralta_Real_Estate_878,Royal Lepage Noralta Real Estate,2024-07-31,181.0
Royal_Lepage_Noralta_Real_Estate_879,Royal Lepage Noralta Real Estate,2024-08-31,179.0
Royal_Lepage_Noralta_Real_Estate_880,Royal Lepage Noralta Real Estate,2024-09-30,181.0
Royal_Lepage_Noralta_Real_Estate_881,Royal Lepage Noralta Real Estate,2024-10-31,177.0
Royal_Lepage_Noralta_Real_Estate_882,Royal Lepage Noralta Real Estate,2024-11-30,175.0
Royal_Lepage_Noralta_Real_Estate_883,Royal Lepage Noralta Real Estate,2024-12-31,177.0
Royal_Lepage_Noralta_Real_Estate_884,Royal Lepage Noralta Real Estate,2023-01-31,183.0
Royal_Lepage_Noralta_Real_Estate_885,Royal Lepage Noralta Real Estate,2023-02-28,186.0
Royal_Lepage_Noralta_Real_Estate_886,Royal Lepage Noralta Real Estate,2023-03-31,185.0
Royal_Lepage_Noralta_Real_Estate_887,Royal Lepage Noralta Real Estate,2023-04-30,182.0
Royal_Lepage_Noralta_Real_Estate_888,Royal Lepage Noralta Real Estate,2023-05-31,187.0
Royal_Lepage_Noralta_Real_Estate_889,Royal Lepage Noralta Real Estate,2023-06-30,189.0
